title,keywords,content,publish_at,id,summary,related_stocks,uuid
三星高層來台推廣自家HBM 主力代理商至上添營運新動能,"['至上', '記憶體', 'HBM', '三星', '訪台', '碰面']","三星共同執行長慶桂顯此次訪台拜訪多家供應鏈與合作夥伴，主要目標要推廣自家最新的高頻寬記憶體 (HBM)，至上 (8112-TW) 長期與三星合作，是三星在大中華區的主力代理商之一，此次雙方也傳出會面，討論 HBM 等相關事宜。


現階段市場對 HBM 供不應求，三星也積極擴充 HBM 產能，期望搶食 AI 晶片市場大餅，至上代理三星眾多產品線，包括 NAND、DRAM、CIS 與驅動 IC 等，此次隨著三星強力推廣，至上也可望再增添營運新動能。


至上目前正與國內外客戶進行接洽，預計最快今年底開始就有機會看到營收貢獻，明年會有較顯著的效益顯現，搭上 HBM 成長列車。


至上 3 月受惠三星積極拉抬記憶體價格，加上出貨量回溫，營收創下歷史新高，達 253.24 億元，月增 60.48%，年增 168.4%，累計第一季營收 558.22 億元，年增 125.62%。",2024-04-16 10:11:57,23327,三星共同執行長慶桂顯此次訪台拜訪多家供應鏈與合作夥伴，主要目標要推廣自家最新的高頻寬記憶體 (HBM)，至上 (8112-TW) 長期與三星合作，是三星在大中華區的主力代理商之一，此次雙方也傳出會面，討論 HBM 等相關事宜。,['至上'],a6c5ad13-d5fa-4b3b-94ed-67f38e451ea5
〈台幣〉股匯逃殺！貶破32.5元大關 近8年首見,"['美元', '匯率', '台幣', '台股', '降息', '通膨', '中東', '聯準會']","在美元強彈、資金快速出走的衝擊下，台北股匯市雙殺，加權指數今 (16) 日盤中重挫超過 400 點，多方拚守 2 萬點關卡，新台幣也一舉貶破 32.5 元心理大關，是 2016 年 6 月下旬以來首見，開盤一小時最低來到 32.514 元，貶值 1.36 角，貶幅近 0.4%。


市場預期，美國 6 月降息的機率已不到 20%，且年底前降息幅度恐由 3 碼減至 2 碼，再加上中東緊張局勢加劇，進一步促使資金轉向美元避風港。


央行外匯局長蔡炯民日前曾指出，3 月央行有調節匯市「拋匯阻貶」；進入 4 月後，由於中東局勢緊張，目前看來匯市震盪恐較 3 月大，有待觀察後續央行再見到較強勁的阻貶動作。


新台幣今日以 32.39 元、貶值 1.2 分開出後，隨即快速走弱，連破 32.4、32.5 元關卡，貶值超過 1.3 角。


觀察主要亞幣，在美元指數續彈升達 0.7% 的衝擊下，韓元重挫 0.7%，新台幣貶近. 4%，泰銖貶 0.3%，星元貶 0.2%，日圓、人民幣和港幣小貶 0.05% 上下。


美國最新製造業 PMI 與就業數據強勁，顯示美國經濟頗具韌性，但也造成聯準會官員近期談話偏鷹，市場預期降息幅度恐有變數，元大投顧分析，美國連續 3 個月物價超乎預期，可能令聯準會須重新思考物價崎嶇降溫的趨勢是否已改變，目前市場看 6 月降息的機率已降至 18.1%，年底前降息幅度則從 3 碼降至 2 碼。",2024-04-16 10:15:14,23326,〈台幣〉股匯逃殺！貶破 32.5 元大關近 8 年首見,[],4955356d-2141-414f-8f84-5f99eb20bdae
〈新內閣人事〉財經內閣大換血 崇越董座郭智輝任經濟部長 彭金隆接掌金管會,"['新內閣', '卓榮泰', '經濟部', '數發部', '國發會', '國科會', '公程會']","行政院新內閣人事第三場發佈會於今 (16) 日上午舉行，由準閣揆卓榮泰偕同準行政院秘書長龔明鑫主持及揭曉財經官員人選，卓強調這一波發佈是「智慧創新」，包括經濟部長郭智輝、國發會主委劉鏡清、金管會主委彭金隆、數位部長黃彥男、工程會主委陳金德及國科會主委吳誠文等 6 位。


準經濟部長郭智輝，曾任崇越集團董事長、台灣管理學會理事長、台北大學企業管理學系兼任教授、全球品牌管理協會副理事長、財團法人台灣亞太發展基金會常務董事、中華民國棒球協會理事，涉足半導體科技業，橫跨生技、光電、綠能、環保、健康等領域。


準數位發展部長黃彥男，為台灣資通訊領域的頂尖專家、中研院資創中心主任及特聘研究員，關貿網路公司董事，行政院數位國家創新經濟推動小組（DIGI＋）民間咨詢委員，涉足資通訊科技做跨領域研究，在資安、AI、智慧物聯網領域皆有專業，曾擔任許多政府部門的民間諮詢委員。


準國發會主委劉鏡清，前資誠創新諮詢公司董事長，也是業界少數具有產業實務與專業顧問雙重經驗的專家。


準國科會主委吳誠文，現為南台科技大學校長，國家運動科學中心的董事長，曾任清華大學副校長、成功大學副校長與工研院資訊與通訊研究所所長，在學術、研發與產業界資歷豐富，尤其在半導體產業領域更是突出，曾經是揚名國際、家喻戶曉的巨人少棒隊主力投手。


準金管會主委彭金隆，政治大學商學院副院長、政治大學風險管理與保險學系教授、台灣金融服務業聯合總會副秘書長、金管會保險局人身保險商品審查委員。


準公共工程委員會主委陳金德，現任信賴台灣之友會秘書長，曾任第 2 及第 3 屆國大代表、台灣中油董事長、宜蘭縣代理縣長。


第一波及第二波已公布之內閣名單，包括行政院長卓榮泰、副院長鄭麗君、秘書長龔明鑫、發言人陳世凱、內政部長劉世芳、交通部長李孟諺、法務部長鄭銘謙、教育部長鄭英耀、文化部長李遠（小野）。",2024-04-16 11:13:20,23325,由準閣揆卓榮泰偕同準行政院秘書長龔明鑫，主要為財經部會官員，卓強調這一波發佈是「智慧創新」，包括經濟部長郭智輝、國發會主委劉鏡清、金管會主委彭金隆、數位部長黃彥男、工程會主委陳金德及國科會主委吳誠文等 6 位。,[],81dff67c-66da-4174-9aa0-02bc46dfbb45
台股隨美股轉弱已成形 中東衝突引發通膨預期 五大受惠族群出列,"['中東', '油價', '軍工', '無人機', '伊朗', '以色列', '黃金', '美元', '通膨']","伊朗向以色列發射無人機和飛彈，升級中東緊張局勢，但美方已表態不會藉此對付伊朗，凱基投顧今 (16) 日分析指出，此意味本次衝突不至於引發大戰，但造成市場預期原預料價格飆升，並推遲聯準會降息時程，台股隨美股轉弱的趨勢已成形，短線建議投資人，可先聚焦中東衝突的五大受惠類股，包括煉油、貴金屬、軍工、無人機和貨櫃運輸。




圖表：凱基投顧提供。




凱基觀察，1940 年以來歷次國際重大戰爭或恐攻事件對股市的影響，只要未演變成世界大戰或美國本土未受波及，則對股市影響約 1 周內利空出盡，約 3 周內即收復起跌點，因此，凱基研判，本次伊朗與以色列的衝突事件對台股為短期影響。


不過，由於伊朗是產油國，儲存量占全球市占率 9%，且伊朗還揚言要封鎖荷姆茲海峽，而全球有 30% 的液化天然氣和 20% 的石油經由該海峽運送，因此，本次衝突的預期心理將容易推升石油價格，連帶推高黃金和美元等避險資產價格，進而引發對通膨的預期。


市場估聯準會降息時程將推遲，推升美債殖利率，並將對中長期經濟將帶來負面衝擊，而對通膨推升的預期心理，則視本次衝突何時結束和如何演變而定。


對於台股投資人選股策略，凱基建議，短期操作可聚焦在中東衝突的五大受惠類股，包括煉油、貴金屬、軍工、無人機和貨櫃運輸等，而中長期台股的長多格局未變，惟第二季至第三季恐漲多修正，先逐步轉為防禦型操作，首選高股息和低評價兼具個股。",2024-04-16 11:17:19,23324,中東衝突引發通膨預期 五大受惠族群出列,[],1c72bf80-c3fe-4b0a-9b50-ea7b440204c2
公勝保經支持勵馨「Run for love」 創造友善收養環境幫孩子找個家,"['公勝保經', '勵馨', '公益']","公勝保險經紀人 (6028-TW)  70 位業務夥伴化身愛心大使，日前參與勵馨基金會舉辦的「愛的接力賽 Run for love」活動，遊行響應勵馨基金會從事兒童收出養服務，讓更多民眾認識收出養家庭和創造友善的環境。


勵馨基金會投入收出養服務至今已達 20 年，台灣收養環境因文化及支持系統不足等多重問題，相較於社會福利制度較完善的歐美國家，特殊需求的孩子較難在台灣找到收養家庭，近年來有特殊需求的孩子越來越多，需要更多的照顧陪伴與醫療支持，並謹慎選擇最適合的收養家庭，目前平均每個孩子需要等待至少１年才能找到家。台灣每年約有 500 多個孩子，因現實的困難，無法在原來的家庭長大。


公勝保經支持與響應「愛的接力賽」親子遊行，捐贈 30 萬元予勵馨基金會，協助勵馨提供服務穩定孩子的身心發展、協助原生家庭做出養準備及輔導，並支持跟陪伴收養家庭等，以穩固孩子在收養家庭中好好成長。本次南區近 70 位業務夥伴也參與「愛的接力賽 Run for love」活動，關注收出養議題，幫助找家孩子築一個收養家庭。


公勝保經總經理蔡聖威表示，公勝成立 31 年來落實「不只是保險，我們分享愛」的公益理念，從內部同仁做起，推廣志工文化，再鼓勵團隊共同響應。勵馨基金會也是公勝長期支持的公益夥伴，每年支持勵馨進行少女培力運動，支持少女助學、培力、自立計劃，今年特別針對愛的接力賽活動支持，號召公勝業務夥伴以實際行動陪伴收出養的親子們一起遊行，集結每位夥伴的善心，發揮企業責任，建立同理、支持和友善收養的環境，幫助孩子都能找到家。",2024-04-16 11:18:26,23323,公勝保險經紀人 (6028-TW)  70 位業務夥伴化身愛心大使，日前參與勵馨基金會舉辦的「愛的接力賽 Run for love」活動，遊行響應勵馨基金會從事兒童收出養服務，讓更多民眾認識收出養家庭和創造友善的環境。,['公勝保經'],9c5ea29c-1e84-4bbc-96ab-f012be725ebe
【籌碼週報】重電補漲比價行情？PCB與檢測設備廠具族群性？一文掌握上週法人買超9檔個股,"['趨勢分析', '永豐金證券', '重電', 'PCB', '法人買超股']","一、投信近一週買超較多的股票 (2024.4.8-4.12)




上週投信買進之標的，買進共九檔，其中七檔電子股、兩檔傳產。聯茂與弘塑為連兩週買超的標的。族群性來說，半導體上游相關的檢測與設備 (穎崴、旺矽、弘塑) 以及 PCB(聯茂、金居、高技)具備族群性。


半導體檢測設備如穎崴、旺矽主要都是探針卡測試版相關供應商，主要受惠未來 AI 晶片的量產相關測試需求。而 PCB 部分，聯茂與高技受惠 AI、網通相關需求提升，金居主要反映在於銅價上漲對於銅箔廠售價將提升之預期。而另外兩檔傳產股，大亞反映市場對於重電的期待，具備補漲與比價行情。而長虹部分，因近期營建股均大幅上漲，長虹為營建股龍頭。


上週投信買超較多之個股當中，在法人籌碼跟著走專欄中，先前 4/9 挑出的亞力，累計兩日價差 11.1%。先前於上週提醒過的聯茂，本週再次上漲，累計 4 月以來價差 13%。另外良維部分，2/20 與 2/29 都有挑出，雖 3 月買超力道趨緩，但近期再度出現，累計價差 31%。


進入第二季，又是投信基金新的一季開始，法人選股換股的頻率將增加，而在此一時間，想要從初期就開始介入，並適逢台股於兩萬點的新高位置，關注投信動向就是個重點。可參考【法人籌碼跟著走】專欄。以日的角度提前挑選出法人相對看好之個股並每天更新，且在籌碼資金進駐下累計價差顯著。若想了解如何透過法人籌碼來達到提早佈局的先機，並與法人同步，可訂閱” 
法人籌碼跟著走
”。


二、最新價差一次看


完整內容請至
豐雲學堂
觀看！


延伸閱讀：


1. 
如何估算產業成長動能？秘訣就在 4/20 告訴你


2.
2024 股東會紀念品出爐，這一天買進才來得及領取！本周 62 檔股票最後買進日一文查詢


3.
【豐學 PRIME｜投資知識不再挑食】從總經、產業、個股、話題時事、到存股策略都幫你準備好，時間有限就看這些！


4.
【法人籌碼跟著走】透過投信動作，每天篩出 1~5 檔有價差潛力的公司，選股痛點一次幫你解決",2024-04-16 11:19:34,23322,無摘要,[],9acbabc7-6583-462b-ba24-5399a3e15c56
台股急殺逾500點破月線先別太悲觀  2大觀盤指標其實弱中透強,"['美股', '台股', '伊朗', '以色列', '台幣', '通膨']","台股加權指數今 (16) 日盤中跌點超過 530 點，直接摜破 2 萬點整數大關，預估成交值則飆上 5300 億元，帶量殺盤，據法人統計，史上曾出現 17 次盤中跌點超過 500 點的情況，不過，法人分析 2 個原因，其實大盤還是弱中透強，惟跌破月線後的技術指標翻空，短線最好狀況是先量縮整理。


法人指出，儘管台股遭受國際的系統性風險衝擊，事實上整體悲觀情緒並不高，原因在於，(1) 跌停家數並不多，僅 14 家，甚至還有近 10 檔個股漲停，(2) 台股最貴的「千金族群」設計 IP 股當起護國群山，M31(6643-TW) 一度亮燈漲停，股后世芯 - KY(3661-TW) 也漲半根停板，顯示多頭買盤仍有意逢低進場。


不過，須留意的是，市場預期原物料價格因中東局勢緊繃恐大漲，通膨壓力再度轉強，美國聯準會恐因此延後首次降息時點，整體資金動能的變化勢必對台股各族群有影響，尤其對第一季漲多股較不利，可先觀察在外資撤離之際，內資是否承接穩盤。


元大投顧看好，政策加持的延續性包括國防軍工、重電電力、循環資源類股，依舊是 520 前市場熱點，惟目前近 40% 個股位於月線下方，代表資金調整益加劇烈。


富邦投顧也提醒，新台幣趨貶、外資減碼，外部利空和籌碼面均不利多方表現，指數震盪風險增，作多方向可留意 AI 伺服器和軍工、電網股等。",2024-04-16 12:21:13,23321,爆量殺盤超過 500 點 二個理由其實大盤弱中透強？,"['M31', '世芯-KY']",011ed4e2-205f-494a-b50d-7f551001b774
〈新內閣人事〉郭智輝出任經長 掌握全球供應鏈重組商機 新東向策略受矚,"['崇越', '郭智輝', '經濟部', '部長', '台灣', '能源', '綠能']","崇越 (5434-TW) 集團董事長郭智輝即將出任經濟部部長一職，成為少數商界轉政界核心人物，外界看好，郭智輝在半導體業界深耕數十年，也熟悉光電綠能與生技產業，更組織台灣新東向聯盟並擔任理事長，未來他上任後，可望運用過往經驗，帶領成員與台灣企業掌握全球供應鏈重組的商機。


新東向聯盟在 2022 年底成立，第一屆理事長為郭智輝，聯盟成立宗旨即是希望依各產業建立台灣供應鏈，組成台灣艦隊布局海外，聯盟成員也都大有來頭，包括帆宣 (6196-TW) 董事長高新明、花旗銀行獨立董事陳春山、安侯建業聯合會計師事務所執行長吳麟等，三位都是聯盟副理事長。


另外，聯盟成員除了金融、科技外，也具備法律、能源、AI 等產業人才，同時也有新創公司加入，期望滿足各產業所需，同時也串聯企業、台灣學界與歐美學界，要培養台灣新東向的人才。


外界看好，由於美中關係緊張、地緣政治情勢複雜化等，牽動全球供應鏈版圖變動，台灣廠商現階段也積極前往海外擴產，面臨眾多挑戰與機會，郭智輝過去在供應鏈深耕數十年，可運用過去組織供應鏈的經驗，將台灣科園園區的概念延伸至其他國家，推動國土延伸，強化國家競爭力。


郭智輝為臺北大學企業管理碩士與博士，也回饋母校任教於臺北大學客座講座教授，曾榮獲多個獎項，包括第 9 屆國家卓越成就獎、第 19 屆國家十大傑出經理人總經理獎與 2017 年安永企業家獎年度大獎。


崇越股價今日在消息公布後，買盤湧現、拉升股價一度飆漲 7%，最高達 265.5 元，創下近 24 年來新高，成交量更爆出 8800 多張，為近期新高。",2024-04-16 12:51:56,23320,崇越 (5434-TW) 集團董事長郭智輝即將出任經濟部部長一職，成為少數商界轉政界核心人物，外界看好，郭智輝在半導體業界深耕數十年，也熟悉光電綠能與生技產業，更組織台灣新東向聯盟並擔任理事長，未來他上任後，可望運用過往經驗,"['崇越', '帆宣']",df5510d0-fcb3-4013-8c6c-840dd1b19d99
〈台股盤後〉摜破2萬點後恐慌如餘震不斷 跌547點收19901點,"['台積電', '大立光', 'AI', '矽智財', 'IC設計', '重電']","台股今 (16) 日早盤在因伊、以的中東地緣政治衝突下恐慌情緒下，台灣金融市場面臨股市及匯市雙殺局面，股市大盤跳空下跌開出後，盤中加權股價指數一度狂瀉逾 605.23 點，創台股史上第七大跌點，並摜破 2 萬點大關，終場指數收在 19901.96 點，下跌 547.81 點，成交值 5349.09 億元。


同時，新台幣兌美元匯價中午暫收 32.531 元，貶值 1.53 角，創 8 年新低，成交金額爲 12.1 億美元。同時，台股金融類股指數今天的表現也不振，盤中也下殺超過 2.3%。


市場專家指出，台股大盤在高檔的急跌，連兩天盤中大跌超過 800 點，預估大盤指數在 3 月 15 日盤中低點的 19682.5 點尋求支撐。而今天盤中的矽智財個股創意 (3443-TW) 、世芯 - KY(3661-TW)、M31(6643-TW) 及部分 IC 設計股已呈現反彈，也成為在台股先進入整理、先反彈的強勢指標族群。


同時，廣達 (2382-TW)、英業達 (2356-TW)、仁寶 (2324-TW) 及緯創 (3231-TW) 等 AI 概念股尾盤也見買盤介入，後續走勢值得觀察。


但資深分析師簡伯儀指出，今天的大盤表現弱勢並已跌破月均線，在中東地緣政治衝突未解之前，操作上也仍應保守。


台股集中市場大盤今日早盤開盤跳空下跌，開在 20365.11 點，也盤中的最高  點位，最低 19844.54 點， 終場指數收在 19901.96 點，下跌 547.81 點，成交值 5349.09 億元。


台股今天仍有部分重電、軍工、矽智財、IC 設計及黃金概念股如佳龍 (9955-TW) 及和成 (1810-TW) 盤中漲停表態；但台積電 (2330-TW) 盤中重挫 21 元或 2.61%，加深台股指數摜殺的壓力，其他如聯發科 (2454-TW)、鴻海 (2317-TW)、大立光 (3008-TW) 及中華電 (2412-TW) 的下跌，也讓大盤指數下殺並造成一波又一波的市場賣壓湧出 。其中，大立光股價並跌破年線創 5 個月來新低。


台積電今天以 788 元作收，較昨日下跌 18 元或 2.23%，成交量 4.94 萬張。


台積電將在 4 月 18 日召開法人說明會，目前市場也盼在台積電在美國、日本等地的大幅度擴廠消息之外，管理層同時有好消息的的釋出，提振目前低迷的市場氣氛。


台股的由 2 萬點以上的高檔恐慌性下殺，證券分析師黃漢成說，2024 年首季台股在登上 2 萬點後，第二季的操作難度頗高，近兩日的台股出現重挫，雖然可能在重跌之後會有反彈，但投資人應相對衡量本身對市場風險的承受能力再介入。同時，即使台股將還有震盪走堅的表現機會，但估計上檔空間已經不大。


今天盤中以航太、軍工類股有轉弱跡象，雷虎 (8033-TW) 盤中下跌超過 7% 但尾盤急拉，跌幅縮小，而波力 - KY(8467-TW)、中光電 (5371-TW) 殺到跌停，亞航 (2630-TW) 也呈現開高震盪走低的格局；同時，在全球汽車市場銷售目前處於溫吞格局之下，並傳出電動車廠特斯拉全球將裁員 10% 情況之下，汽車板廠敬鵬 (2355-TW)、健鼎 (3044-TW)、燿華 (2367-TW) 及定穎 (3715-TW) 在盤中股價都呈現弱勢。",2024-04-16 13:59:39,23319,台灣金融市場面臨股市及匯市雙殺局面，股市大盤跳空下跌開出後，盤中加權股價指數一度狂瀉逾 605.23 點，創台股史上第七大跌點，並摜破 2 萬點大關，終場指數收在 19901.96 點，下跌 547.81 點，成交值 5349.09 億元。,"['定穎投控', '聯發科', 'M31', '廣達', '英業達', '仁寶', '緯創', '佳龍', '和成', '台積電', '鴻海', '創意', '大立光', '中華電', '雷虎', '波力-KY', '中光電', '亞航', '敬鵬', '健鼎', '燿華', '世芯-KY']",80333362-809d-4d9d-811c-b11364616dd9
《價值型投資 最新產業研究報告》森崴能源潔淨能源 離岸風電大商機,"['蔡慶龍', '價值型投資', '森崴能源', '主流績優股', '趨勢分析', '摩爾投顧']","昨晚台電有四部發電機跳電，供電吃緊備轉容量率不到 3%，台電緊集協調台積電 (2330-TW) 的所有柴油發電機緊急上線供電，情況才得以穩住。由於昨天天氣炎熱，傍晚後是另一個用電高峰，稍有不慎，又將重演 2022 年的 303 大停電慘狀。且時序將由春轉夏，如何在不影響晶圓製程等等高科技企業，以及滿足民間正常用電，一直以來都是替代能源轉換相關產業不斷面臨的考驗，重要性及市場關注度，自然不言可喻，會不會有資金動能浥注相關產業? 答案是肯定的。


森崴能源 (6806-TW) 提供再生能源電廠建置、維護營運、將執行「光風水氣大平台」策略，在 2025 年台灣能源轉型願景，潔淨能源 50%、再生能源設置目標可以達到 27GW 以上，要能達到這個程度，針對風力發電著墨，自然也不能少。而森崴能源 (6806-TW) 為了完善離岸風電團隊，降低建廠風險，旗下寶崴海事工程公司，打造百億元級別的巨人號重吊船，還有水下升降安裝船，能在 60 米水深內施工，也是第一家有自己船隊跟海工團隊的風電大廠，未來在台灣風電領域，可望達到舉足輕重的地位，今天股價表現也比大盤強，表現可圈可點。


能源問題，一直都是全世界積極發展的產業之一，而且大家都有一個共識，就是保護我們的地球，因此潔淨替代能源就是一個商機無限的領域。同時也跟接下來台灣執政黨的政策不謀而合，距離 520 剩下一個月，接下來相關個股都會有所表現。有沒有辦法提前卡位，就看你有沒有跟對分析師。想第一時間知道哪些股票可以逢低進場，請先加入慶龍老師官方 LINE，輸入 @ai8085 或點擊文章下方連結，盤中 & 盤後會有二通免費 CALL 訊，帶你掌握現在看見未來。


每天二則免費 CALL 訊

加入價值型投資 LINE 官方帳號: 
https://lin.ee/3rueKmz


文章來源: 蔡慶龍分析師 - 摩爾投顧


本公司所推薦分析之個別有價證券 無不當之財務利益關係 以往之績效不保證未來獲利 投資人應獨立判斷 審慎評估並自負投資風險",2024-04-16 14:07:13,23318,無摘要,"['台積電', '森崴能源', '森崴能源']",cbbec50f-7bee-4cd4-bbee-17aac05e5ed7
〈0403強震〉臺鹽賑災捐款100萬元 助花蓮復原重建,"['花蓮', '臺鹽', '地震']","4 月 3 日發生花蓮強震至今仍有失聯民眾亟待搜救，以及多處景點和建築坍方待修復，臺鹽 (1737-TW) 公司宣布捐款 100 萬元予衛福部轄下財團法人賑災基金會，幫助當地災害援助、緊急醫療、收容安置、復原重建等四大救災項目，傳遞正向力量安定民心，為花蓮加油。


臺鹽代理董事長劉雅娟表示，花蓮地震重創當地經濟和生活，臺鹽透過實際行動捐款賑災，並攜全體同仁向前線救災救護人員致敬，一同守護花蓮恢復平安、重建希望。",2024-04-16 14:09:31,23317,花蓮強震至今仍有失聯民眾亟待搜救，以及多處景點和建築坍方待修復，臺鹽公司宣佈捐款 100 萬元予衛福部轄下財團法人賑災基金會，幫助當地災害援助、緊急醫療、收容安置、復原重建等四大救災項目，傳遞正向力量安定民心。,['臺鹽'],591559b0-0c1c-4422-8726-7eda4e3bd0e5
策略性退休：影響你晚年生活的關鍵要素,"['趨勢分析', '永誠資產管理處', '投資理財', '生活理財', '退休', '投資', '配置', '通膨']","退休是生活中一個重要的階段，對許多人來說，退休不僅意味著停止工作，更是一個重新規劃生活、享受餘年的時刻。在規劃退休生活時，財務方面是至關重要的考慮因素，人們希望退休後能過得好，這就需要合理地管理退休金、儲蓄和投資，但有一些花費可能是我們忽略的風險。


 


基本開銷先列出


首先，我們需要計劃生活必需品的花費，例如食物、住房和基本醫療保健，此外還應該考慮到日常生活中的其他支出，如水電費、交通費用和雜費，除了基本生活開支，我們還應該為娛樂和休閒活動預留資金，退休後我們可能有更多的時間去旅行、參加興趣班或者享受文化活動，這些活動不僅可以豐富我們的生活，還可以保持身心健康，除此之外列出以下會出現的隱形的缺口。


三大退休隱形財務缺口


退休後，人們可能會忽略一些財務風險，這可能對他們的退休生活造成不利影響，以下是五個退休後可能忽略的重要風險：


◆ 被慫恿花錢，反而被花掉


在退休後，許多人可能面臨著來自身邊親友或社會環境的壓力，慫恿他們花錢，這種壓力可能來自於身邊的朋友圈、家人、或者媒體的影響，他們可能會誇大退休生活的奢華，或者鼓勵退休人士盡情享受生活，不要太拘泥於金錢，若沒有做好適當的財務規劃時，可能會反而被花掉，陷入財務困境，過度花費可能會導致退休金提前耗盡，使得退休人士無法應對後期的生活支出，而一旦退休金被耗盡，重新獲得穩定收入可能會變得極為困難，這將對退休生活產生長期的影響。


◆少子化，自己的安養費恐不夠


少子化是當代許多國家面臨的一個嚴重問題，它對社會和經濟帶來了許多挑戰，其中之一就是對老年人安養的影響，也代表著自己的子女不一定能夠支付自己的老年花費，越來越多的老年人可能會發現自己在安養方面面臨著不足的財務挑戰。其次，少子化也對社會福利和醫療保健系統產生了壓力。隨著老年人口的增加，社會福利體系和醫療保健系統將面臨更大的負擔，這可能導致資源分配不足，使得一些老年人無法獲得足夠的支持和照顧，有表自己需要更多地依靠自己的財務儲備來應對未來的安養需求。


◆低估通膨的風險


低估通膨風險對退休金的影響可能是致命的，通膨是貨幣價值下降的結果Ｍ即同樣的金額在未來的價值會變得更少，退休金的價值不僅受到當前支出的影響，還受到未來生活成本上升的影響。在退休後，人們的支出看似保持不變，實際上同樣的支出在未來可能會變得更昂貴。例如，食品、醫療保健和居住成本等基本生活支出都可能隨著通膨而增加，使得退休人士需要更多的錢來應對生活開支。當退休金可能無法跟上通膨的步伐，進而耗盡得更快，這可能會迫使自己在退休後重新尋找其他收入來源，或者面臨財務困境，影響退休生活的質量。


千萬別因風險而影響投資策略


一些退休人士可能會選擇過度保守的投資，大部分資金投入低風險、低回報的投資，如債券或定期存款，以降低風險，但這樣可能會導致他們的退休金無法與通膨保持同步增長，無法跟上通膨的步伐，從而無法應對生活成本的上升，因此在制定投資策略時，需要考慮到通膨的影響，以確保投資組合能夠保值增值，維持購買力。


當然，適度的投資風險並不意味著投入所有資金進行高風險投資。而是建立一個多元化的投資組合，包括不同類型和風險水平的資產，以平衡風險和回報。這樣的投資組合可以在一定程度上保護資金免受市場波動的影響，同時實現長期的資本增值。


（文章來源：永誠資產管理處）


填寫永誠資產管理處表單


【索取試算表】進擊台股 ETF 快速解讀熱門 ETF 持股


https://www.surveycake.com/s/KneRD


60 
秒測試你的理財天賦有幾分？


https://quiz.big-econ.com/index.php?&QID=6


「永誠資產管理處」是全台合法擁有金管字號的證券投資顧問公司中「唯一首創資產管理的部門」，20 年深耕專營台灣各大科技園區，以認真、誠信思維提供客戶服務，讓努力累積財富的你，也可貼身感受理財管家的 VIP 價值。


沒有代理金融商品，不以商品銷售出發，減少你的財務漏洞！從資產配置出發，透過「專案客製化」、「服務精緻化」、「獲利系統化」，你不需犧牲時間體力，就能感受到資產提升！


「卓越投資研究團隊」加「頂尖財務顧問團隊」共同與客戶締造里程碑


▪立即加入 
https://line.me/R/ti/p/%40asset88598




▪進一步了解資產管理處 
https://www.ycam.com.tw/


▪閱讀更多精彩文章 
https://www.facebook.com/yongchengasset


▪觀看更多精彩影片


https://m.youtube.com/channel/UCXhFwgxQL_LBuhK43YEqWmQ


▪閱讀更多精彩文章 
https://www.facebook.com/yongchengasset


本公司所分析個別有價證券僅供參考，投資人應獨立判斷，審慎評估並自負投資風險。",2024-04-16 14:47:50,23316,無摘要,[],41db1726-0c3c-4ae0-81a4-510b2d14f5d3
投資人注意！期元大S&P原油反1明起暫停融資券、當沖,"['ETF', '原油', '證交所', '期元大S&P原油反1']","期元大 S&P 原油反 1 ETF(00673R-TW) 自明 (17) 日起暫停融資融券交易、停止有價證券借貸及當日沖銷交易，不過，了結融資融券交易不在此限。


證交所表示，由元大投信經理之「元大標普油金傘型期貨信託基金之元大標普高盛原油 ER 單日反向 1 倍指數股票型期貨信託基金」受益憑證，簡稱期元大 S&P 原油反 1，自 4 月 17 日起暫停融資融券交易、停止有價證券借貸及當日沖銷交易。


證交所表示，由於該基金最近十個營業日之基金平均單位淨資產價值較其最初單位淨資產價值累積跌幅達 65%，核有證交所受益憑證買賣辦法第 23 條第 1 項所定情事，因此自 4 月 17 日起，其受益憑證暫停融資融券交易、停止有價證券借貸及當日沖銷交易，但了結融資融券交易，不在此限。",2024-04-16 14:52:59,23315,期元大 S&amp;P 原油反 1 ETF(00673R-TW) 自明 (17) 日起暫停融資融券交易、停止有價證券借貸及當日沖銷交易,['期元大S&P原油反1'],07f9976f-b093-4e21-86ca-8b0892970449
台股懸崖式跳水外資狠砍388.25億 三大法人賣超572.98億,"['三大法人買賣超', '外資', '自營商', '投信', '籌碼']","台股今 (15) 日早盤在因伊、以的中東地緣政治衝突下恐慌情緒下，台灣金融市場面臨股市及匯市雙殺局面，股市大盤跳空下跌開出後，盤中加權股價指數一度狂瀉逾 605.23 點，創台股史上第七大跌點，並摜破 2 萬點大關，終場指數收在 19901.96 點，下跌 547.81 點，成交值 5349.09 億元；三大法人合計賣超 572.98 億元。


觀察三大法人今天籌碼動向，外資賣超 388.25 億元；自營商賣超 200.78 億元；投信買超 16.04 億元；三大法人合計賣超 572.98 億元。",2024-04-16 14:58:51,23314,無摘要,[],dc3682f9-5131-4eb6-ab03-ed881858eada
